"","subnum","condition","task","order","trial","interference","date","max","exponent","threshold","correct","rt1","rt2","r","addends","sum","digits","int_score","trial_time","dot","dob","age","gender","abacus_q","finger.counter","male","gender.12"
"1261",11,"baseline","baseline",1,16,0,"20130819T101803",23.7,1.2,14,1,2.92,3.87,46,1,46,"20   1  25",-1,6.84,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1286",11,"blindfold","blindfold",4,4,0,"20130819T105234",2.3,1.2,2,1,6.48,6.95,7,1,7,"3  2  2",-1,9.41,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1287",11,"blindfold","blindfold",4,5,0,"20130819T105234",3.74,1.2,3,1,1.85,2.37,9,1,9,"4  4  1",-1,5.18,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1288",11,"blindfold","blindfold",4,6,0,"20130819T105234",5.28,1.2,4,1,0.97,1.77,13,1,13,"6  4  3",-1,4.61,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1289",11,"blindfold","blindfold",4,7,0,"20130819T105234",6.9,1.2,5,1,1.53,2.08,12,1,12,"5  1  6",-1,4.9,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1290",11,"blindfold","blindfold",4,8,0,"20130819T105234",8.59,1.2,6,1,4.88,5.56,17,1,17,"3  9  5",-1,8.39,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1291",11,"blindfold","blindfold",4,9,0,"20130819T105234",10.3,1.2,7,1,7.77,8.44,23,1,23,"5  11   7",-1,11.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1292",11,"blindfold","blindfold",4,10,0,"20130819T105234",12.1,1.2,8,1,3.81,4.37,20,1,20,"6   3  11",-1,7.17,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1293",11,"blindfold","blindfold",4,11,0,"20130819T105234",14,1.2,9,1,5,5.86,37,1,37,"13  11  13",-1,8.86,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1294",11,"blindfold","blindfold",4,12,0,"20130819T105234",15.8,1.2,10,1,5.57,6.24,37,1,37,"14   6  17",-1,9.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1295",11,"blindfold","blindfold",4,13,0,"20130819T105234",17.8,1.2,11,1,9.5,10.13,40,1,40,"11  11  18",-1,13.1,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1296",11,"blindfold","blindfold",4,14,0,"20130819T105234",19.7,1.2,12,1,2.18,2.78,25,1,25,"20   2   3",-1,5.41,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1297",11,"blindfold","blindfold",4,15,0,"20130819T105234",21.7,1.2,13,1,9.28,10.13,38,1,38,"2  23  13",-1,13,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1298",11,"blindfold","blindfold",4,16,0,"20130819T105234",23.7,1.2,14,1,5.5,6.55,58,1,58,"24  24  10",-1,9.48,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1340",11,"stillhands","stillhands",3,5,0,"20130819T103936",2.3,1.2,2,1,2.2,2.47,4,1,4,"1  1  2",-1,5.01,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1341",11,"stillhands","stillhands",3,6,0,"20130819T103936",3.74,1.2,3,1,2.74,3.16,9,1,9,"2  2  5",-1,5.73,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1342",11,"stillhands","stillhands",3,7,0,"20130819T103936",5.28,1.2,4,1,3.26,3.88,14,1,14,"4  6  4",-1,6.79,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1343",11,"stillhands","stillhands",3,8,0,"20130819T103936",6.9,1.2,5,1,4.87,5.56,19,1,19,"5  7  7",-1,8.49,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1344",11,"stillhands","stillhands",3,9,0,"20130819T103936",8.59,1.2,6,1,2.26,2.78,11,1,11,"8  1  2",-1,5.22,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1345",11,"stillhands","stillhands",3,10,0,"20130819T103936",10.3,1.2,7,1,3.71,4.37,19,1,19,"4   4  11",-1,7.28,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1346",11,"stillhands","stillhands",3,11,0,"20130819T103936",12.1,1.2,8,1,7.89,8.64,26,1,26,"12  10   4",-1,11.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1347",11,"stillhands","stillhands",3,12,0,"20130819T103936",14,1.2,9,1,5.17,5.95,27,1,27,"13  10   4",-1,8.86,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1348",11,"stillhands","stillhands",3,13,0,"20130819T103936",15.8,1.2,10,1,10.49,11.14,30,1,30,"8  16   6",-1,14,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1349",11,"stillhands","stillhands",3,14,0,"20130819T103936",17.8,1.2,11,1,12.97,13.51,25,1,25,"6  18   1",-1,16.3,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1350",11,"stillhands","stillhands",3,15,0,"20130819T103936",19.7,1.2,12,1,8.44,9.33,39,1,39,"5  21  13",-1,12.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1351",11,"stillhands","stillhands",3,16,0,"20130819T103936",21.7,1.2,13,1,14.53,15.4,38,1,38,"13   2  23",-1,18.3,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1352",11,"stillhands","stillhands",3,17,0,"20130819T103936",23.7,1.2,14,1,15.53,16.29,52,1,52,"6  25  21",-1,19.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1322",11,"interference","interference",2,5,1,"20130819T102907",2.3,1.2,2,1,30,30.09,6,1,6,"3  1  2",99,32.3,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1323",11,"interference","interference",2,6,1,"20130819T102907",3.74,1.2,3,1,29.58,30.16,12,1,12,"4  4  4",98,32.8,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1324",11,"interference","interference",2,7,1,"20130819T102907",5.28,1.2,4,1,30,30.05,13,1,13,"3  6  4",101,32.6,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1325",11,"interference","interference",2,8,1,"20130819T102907",6.9,1.2,5,0,30,30.06,16,1,14,"8  4  2",96,32.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1326",11,"interference","interference",2,9,1,"20130819T102907",5.28,1.2,4,0,29.83,30.06,8,1,7,"4  1  2",99,32.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1327",11,"interference","interference",2,10,1,"20130819T102907",3.74,1.2,3,1,30,30.1,8,1,8,"5  1  2",99,32.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1328",11,"interference","interference",2,11,1,"20130819T102907",5.28,1.2,4,1,30,30.07,10,1,10,"5  3  2",97,32.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1329",11,"interference","interference",2,12,1,"20130819T102907",6.9,1.2,5,1,29.64,30.09,16,1,16,"6  2  8",97,32.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1330",11,"interference","interference",2,13,1,"20130819T102907",8.59,1.2,6,1,29.67,30.07,21,1,21,"4  8  9",98,32.6,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1331",11,"interference","interference",2,14,1,"20130819T102907",10.3,1.2,7,1,29.61,29.99,23,1,23,"9   3  11",97,32.5,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1332",11,"interference","interference",2,15,1,"20130819T102907",12.1,1.2,8,1,30,30.14,31,1,31,"8  11  12",94,32.5,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1333",11,"interference","interference",2,16,1,"20130819T102907",14,1.2,9,1,29.65,30.05,24,1,24,"14   6   4",100,32.8,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1334",11,"interference","interference",2,17,1,"20130819T102907",15.8,1.2,10,1,29.59,29.97,34,1,34,"8  15  11",95,32.5,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1501",13,"baseline","baseline",2,4,0,"20140207T160651",2.3,1.2,2,1,1.09,1.48,5,1,5,"1  1  3",-1,4.27,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1502",13,"baseline","baseline",2,5,0,"20140207T160651",3.74,1.2,3,1,1.29,1.89,10,1,10,"2  3  5",-1,4.73,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1503",13,"baseline","baseline",2,6,0,"20140207T160651",5.28,1.2,4,1,1.22,1.58,6,1,6,"1  4  1",-1,4.32,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1504",13,"baseline","baseline",2,7,0,"20140207T160651",6.9,1.2,5,1,0.97,1.39,9,1,9,"6  2  1",-1,4.13,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1505",13,"baseline","baseline",2,8,0,"20140207T160651",8.59,1.2,6,1,3.41,3.97,16,1,16,"6  2  8",-1,6.66,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1506",13,"baseline","baseline",2,9,0,"20140207T160651",10.3,1.2,7,1,3.83,4.37,26,1,26,"9  11   6",-1,7.26,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1507",13,"baseline","baseline",2,10,0,"20140207T160651",12.1,1.2,8,1,4,5.36,30,1,30,"9  12   9",-1,8.23,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1508",13,"baseline","baseline",2,11,0,"20140207T160651",14,1.2,9,0,7.8,8.44,31,1,37,"13  12  12",-1,11.4,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1509",13,"baseline","baseline",2,12,0,"20140207T160651",12.1,1.2,8,1,2.59,3.27,23,1,23,"3   7  13",-1,6.37,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1510",13,"baseline","baseline",2,13,0,"20140207T160651",14,1.2,9,1,8.2,8.84,21,1,21,"2   6  13",-1,11.6,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1511",13,"baseline","baseline",2,14,0,"20140207T160651",15.8,1.2,10,0,3.59,4.27,43,1,45,"16  16  13",-1,7.49,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1512",13,"baseline","baseline",2,15,0,"20140207T160651",14,1.2,9,1,5.54,6.16,23,1,23,"1  15   7",-1,9.06,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1513",13,"baseline","baseline",2,16,0,"20140207T160651",15.8,1.2,10,1,8.37,8.94,32,1,32,"3  16  13",-1,12,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1514",13,"baseline","baseline",2,17,0,"20140207T160651",17.8,1.2,11,0,2.66,3.28,16,1,26,"18   4   4",-1,6.25,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1515",13,"baseline","baseline",2,18,0,"20140207T160651",15.8,1.2,10,0,3.21,3.76,32,1,38,"16  10  12",-1,6.62,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1516",13,"baseline","baseline",2,19,0,"20140207T160651",14,1.2,9,0,6.09,6.74,30,1,29,"10   5  14",-1,9.73,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1517",13,"baseline","baseline",2,20,0,"20140207T160651",12.1,1.2,8,1,1.51,2.08,19,1,19,"5   1  13",-1,5.04,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1518",13,"baseline","baseline",2,21,0,"20140207T160651",14,1.2,9,1,3.64,4.17,25,1,25,"13  10   2",-1,6.86,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1519",13,"baseline","baseline",2,22,0,"20140207T160651",15.8,1.2,10,1,2.26,2.98,27,1,27,"2  16   9",-1,5.8,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1520",13,"baseline","baseline",2,23,0,"20140207T160651",17.8,1.2,11,0,10.03,10.72,45,1,53,"18  17  18",-1,13.9,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1521",13,"baseline","baseline",2,24,0,"20140207T160651",15.8,1.2,10,0,2.73,3.48,28,1,32,"14  17   1",-1,6.52,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1522",13,"baseline","baseline",2,25,0,"20140207T160651",14,1.2,9,1,4.05,4.97,29,1,29,"9   6  14",-1,7.96,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1523",13,"baseline","baseline",2,26,0,"20140207T160651",15.8,1.2,10,1,11.45,12.11,35,1,35,"13   6  16",-1,15.2,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1524",13,"baseline","baseline",2,27,0,"20140207T160651",17.8,1.2,11,0,3.9,4.57,35,1,31,"17   4  10",-1,7.73,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1525",13,"baseline","baseline",2,28,0,"20140207T160651",15.8,1.2,10,0,2.24,2.94,26,1,36,"14  17   5",-1,6.46,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1526",13,"baseline","baseline",2,29,0,"20140207T160651",14,1.2,9,1,5.33,6.26,37,1,37,"13  11  13",-1,9.5,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1527",13,"baseline","baseline",2,30,0,"20140207T160651",15.8,1.2,10,1,3.48,4.07,32,1,32,"16   2  14",-1,7.15,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1528",13,"baseline","baseline",2,31,0,"20140207T160651",17.8,1.2,11,1,11.08,11.92,38,1,38,"15   4  19",-1,15.1,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1529",13,"baseline","baseline",2,32,0,"20140207T160651",19.7,1.2,12,1,17.65,18.28,50,1,50,"21  10  19",-1,21.4,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1530",13,"baseline","baseline",2,33,0,"20140207T160651",21.7,1.2,13,0,11.26,11.9,32,1,42,"19  21   2",-1,14.8,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1531",13,"baseline","baseline",2,34,0,"20140207T160651",19.7,1.2,12,0,8.35,9.13,42,1,52,"19  13  20",-1,12.2,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1532",13,"baseline","baseline",2,35,0,"20140207T160651",17.8,1.2,11,1,6.74,7.44,39,1,39,"18  18   3",-1,10.4,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1533",13,"baseline","baseline",2,36,0,"20140207T160651",19.7,1.2,12,1,9.05,10.03,37,1,37,"9   7  21",-1,13.1,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1545",13,"blindfold","blindfold",3,4,0,"20140207T161746",2.3,1.2,2,1,1.32,1.68,3,1,3,"1  1  1",-1,4.35,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1546",13,"blindfold","blindfold",3,5,0,"20140207T161746",3.74,1.2,3,1,1.95,2.87,11,1,11,"5  2  4",-1,5.68,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1547",13,"blindfold","blindfold",3,6,0,"20140207T161746",5.28,1.2,4,1,0.76,1.3,11,1,11,"5  5  1",-1,4.13,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1548",13,"blindfold","blindfold",3,7,0,"20140207T161746",6.9,1.2,5,1,2.38,2.97,16,1,16,"2  7  7",-1,5.83,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1549",13,"blindfold","blindfold",3,8,0,"20140207T161746",8.59,1.2,6,1,0.8,1.49,19,1,19,"9  1  9",-1,4.35,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1550",13,"blindfold","blindfold",3,9,0,"20140207T161746",10.3,1.2,7,1,3.08,4.87,23,1,23,"11   7   5",-1,7.79,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1551",13,"blindfold","blindfold",3,10,0,"20140207T161746",12.1,1.2,8,1,5.01,5.57,33,1,33,"11  11  11",-1,8.46,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1552",13,"blindfold","blindfold",3,11,0,"20140207T161746",14,1.2,9,1,2.72,3.57,28,1,28,"1  13  14",-1,6.69,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1553",13,"blindfold","blindfold",3,12,0,"20140207T161746",15.8,1.2,10,0,6.71,7.44,46,1,36,"14   7  15",-1,10.6,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1554",13,"blindfold","blindfold",3,13,0,"20140207T161746",14,1.2,9,0,7.4,8.35,37,1,27,"3  13  11",-1,11.3,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1555",13,"blindfold","blindfold",3,14,0,"20140207T161746",12.1,1.2,8,0,2.33,2.97,32,1,34,"11  11  12",-1,5.86,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1556",13,"blindfold","blindfold",3,15,0,"20140207T161746",10.3,1.2,7,1,2.6,3.28,23,1,23,"10   3  10",-1,6.1,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1557",13,"blindfold","blindfold",3,16,0,"20140207T161746",12.1,1.2,8,0,6.29,6.85,24,1,22,"3  11   8",-1,9.59,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1558",13,"blindfold","blindfold",3,17,0,"20140207T161746",10.3,1.2,7,1,1.86,2.38,21,1,21,"10   4   7",-1,5.27,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1559",13,"blindfold","blindfold",3,18,0,"20140207T161746",12.1,1.2,8,1,2.92,3.48,26,1,26,"11  10   5",-1,6.37,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1560",13,"blindfold","blindfold",3,19,0,"20140207T161746",14,1.2,9,0,4.85,5.66,34,1,35,"10  12  13",-1,8.58,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1561",13,"blindfold","blindfold",3,20,0,"20140207T161746",12.1,1.2,8,1,4.69,5.37,28,1,28,"10  13   5",-1,8.28,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1562",13,"blindfold","blindfold",3,21,0,"20140207T161746",14,1.2,9,0,3.56,4.28,38,1,28,"14   1  13",-1,7.24,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1563",13,"blindfold","blindfold",3,22,0,"20140207T161746",12.1,1.2,8,1,3.46,3.97,22,1,22,"10   1  11",-1,6.71,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1564",13,"blindfold","blindfold",3,23,0,"20140207T161746",14,1.2,9,1,2.7,3.27,25,1,25,"5   5  15",-1,6.31,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1565",13,"blindfold","blindfold",3,24,0,"20140207T161746",15.8,1.2,10,1,2.82,3.48,40,1,40,"16  10  14",-1,6.54,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1566",13,"blindfold","blindfold",3,25,0,"20140207T161746",17.8,1.2,11,1,3.77,4.46,29,1,29,"17   4   8",-1,7.39,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1567",13,"blindfold","blindfold",3,26,0,"20140207T161746",19.7,1.2,12,1,4.14,4.75,47,1,47,"6  21  20",-1,7.86,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1568",13,"blindfold","blindfold",3,27,0,"20140207T161746",21.7,1.2,13,0,3.23,3.88,31,1,41,"1  21  19",-1,6.89,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1569",13,"blindfold","blindfold",3,28,0,"20140207T161746",19.7,1.2,12,1,2.44,2.97,32,1,32,"20   4   8",-1,5.74,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1570",13,"blindfold","blindfold",3,29,0,"20140207T161746",21.7,1.2,13,1,13.64,14.2,44,1,44,"18  22   4",-1,17.3,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1571",13,"blindfold","blindfold",3,30,0,"20140207T161746",23.7,1.2,14,1,8.38,9.04,41,1,41,"1  25  15",-1,12,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1572",13,"blindfold","blindfold",3,31,0,"20140207T161746",25.8,1.2,15,1,12.45,13.21,37,1,37,"7  25   5",-1,16.2,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1573",13,"blindfold","blindfold",3,32,0,"20140207T161746",27.9,1.2,16,1,6.87,7.54,69,1,69,"24  16  29",-1,10.7,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1574",13,"blindfold","blindfold",3,33,0,"20140207T161746",30,1.2,17,0,12.37,13.01,62,1,52,"22   1  29",-1,15.9,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1575",13,"blindfold","blindfold",3,34,0,"20140207T161746",27.9,1.2,16,1,5.1,5.77,41,1,41,"7  29   5",-1,8.69,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1576",13,"blindfold","blindfold",3,35,0,"20140207T161746",30,1.2,17,1,16.27,16.89,58,1,58,"18  31   9",-1,19.9,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1577",13,"blindfold","blindfold",3,36,0,"20140207T161746",32.1,1.2,18,1,10.42,11.13,91,1,91,"28  33  30",-1,14.1,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1624",13,"stillhands","stillhands",1,4,0,"20140207T155634",2.3,1.2,2,1,1.68,2.08,6,1,6,"3  1  2",-1,4.74,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1625",13,"stillhands","stillhands",1,5,0,"20140207T155634",3.74,1.2,3,1,1.53,2.08,10,1,10,"3  4  3",-1,4.89,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1626",13,"stillhands","stillhands",1,6,0,"20140207T155634",5.28,1.2,4,1,1.41,1.88,11,1,11,"2  5  4",-1,4.78,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1627",13,"stillhands","stillhands",1,7,0,"20140207T155634",6.9,1.2,5,0,3.94,4.57,12,1,13,"2  6  5",-1,7.43,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1628",13,"stillhands","stillhands",1,8,0,"20140207T155634",5.28,1.2,4,1,1.99,2.58,11,1,11,"5  1  5",-1,5.49,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1629",13,"stillhands","stillhands",1,9,0,"20140207T155634",6.9,1.2,5,1,2.79,3.37,14,1,14,"6  3  5",-1,6.25,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1630",13,"stillhands","stillhands",1,10,0,"20140207T155634",8.59,1.2,6,1,3.44,4.05,12,1,12,"8  3  1",-1,7.09,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1631",13,"stillhands","stillhands",1,11,0,"20140207T155634",10.3,1.2,7,1,3.06,3.57,22,1,22,"11   1  10",-1,6.41,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1632",13,"stillhands","stillhands",1,12,0,"20140207T155634",12.1,1.2,8,1,3.88,4.46,30,1,30,"12  13   5",-1,7.85,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1633",13,"stillhands","stillhands",1,13,0,"20140207T155634",14,1.2,9,1,4.23,4.76,29,1,29,"14  14   1",-1,7.87,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1634",13,"stillhands","stillhands",1,14,0,"20140207T155634",15.8,1.2,10,1,2.38,2.97,27,1,27,"16   2   9",-1,6.05,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1635",13,"stillhands","stillhands",1,15,0,"20140207T155634",17.8,1.2,11,0,3.11,3.87,37,1,47,"19  18  10",-1,6.85,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1636",13,"stillhands","stillhands",1,16,0,"20140207T155634",15.8,1.2,10,0,11.24,11.92,38,1,35,"6  17  12",-1,14.9,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1637",13,"stillhands","stillhands",1,17,0,"20140207T155634",14,1.2,9,1,3.1,3.67,30,1,30,"8   8  14",-1,6.61,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1638",13,"stillhands","stillhands",1,18,0,"20140207T155634",15.8,1.2,10,0,6.09,8.74,36,1,35,"16   2  17",-1,11.7,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1639",13,"stillhands","stillhands",1,19,0,"20140207T155634",14,1.2,9,0,2.7,3.37,20,1,30,"11  13   6",-1,6.35,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1640",13,"stillhands","stillhands",1,20,0,"20140207T155634",12.1,1.2,8,0,15.6,16.19,16,1,26,"9   6  11",-1,19.1,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1641",13,"stillhands","stillhands",1,21,0,"20140207T155634",10.3,1.2,7,0,3.76,4.37,23,1,24,"5   8  11",-1,7.18,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1642",13,"stillhands","stillhands",1,22,0,"20140207T155634",8.59,1.2,6,1,2.28,2.78,20,1,20,"3   7  10",-1,5.61,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1643",13,"stillhands","stillhands",1,23,0,"20140207T155634",10.3,1.2,7,1,2.18,2.88,16,1,16,"3  9  4",-1,5.77,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1644",13,"stillhands","stillhands",1,24,0,"20140207T155634",12.1,1.2,8,0,1.44,2.08,21,1,31,"9  11  11",-1,4.97,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1645",13,"stillhands","stillhands",1,25,0,"20140207T155634",10.3,1.2,7,0,8.88,9.44,24,1,18,"3  6  9",-1,12.3,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1646",13,"stillhands","stillhands",1,26,0,"20140207T155634",8.59,1.2,6,1,5.76,6.34,24,1,24,"6   8  10",-1,9.1,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1647",13,"stillhands","stillhands",1,27,0,"20140207T155634",10.3,1.2,7,1,1.22,1.98,28,1,28,"10  10   8",-1,4.69,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1648",13,"stillhands","stillhands",1,28,0,"20140207T155634",12.1,1.2,8,1,1.89,2.59,17,1,17,"3   3  11",-1,5.41,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1649",13,"stillhands","stillhands",1,29,0,"20140207T155634",14,1.2,9,1,7.8,8.44,23,1,23,"1   8  14",-1,11.4,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1650",13,"stillhands","stillhands",1,30,0,"20140207T155634",15.8,1.2,10,1,2.14,2.78,26,1,26,"7   4  15",-1,5.83,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1651",13,"stillhands","stillhands",1,31,0,"20140207T155634",17.8,1.2,11,0,6.74,7.35,23,1,33,"18   6   9",-1,10.3,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1652",13,"stillhands","stillhands",1,32,0,"20140207T155634",15.8,1.2,10,0,2.84,3.57,42,1,32,"6  16  10",-1,6.43,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1653",13,"stillhands","stillhands",1,33,0,"20140207T155634",14,1.2,9,1,2.01,2.67,26,1,26,"6   5  15",-1,5.7,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1654",13,"stillhands","stillhands",1,34,0,"20140207T155634",15.8,1.2,10,1,3.46,4.08,21,1,21,"1   5  15",-1,7.05,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1655",13,"stillhands","stillhands",1,35,0,"20140207T155634",17.8,1.2,11,1,4.54,5.36,26,1,26,"3   5  18",-1,8.31,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1656",13,"stillhands","stillhands",1,36,0,"20140207T155634",19.7,1.2,12,1,2.32,3.17,30,1,30,"5   4  21",-1,6.25,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
"1587",13,"interference","interference",4,4,1,"20140207T162848",2.3,1.2,2,1,5.58,5.99,6,1,6,"3  1  2",93,8.26,"2/7/14","10/18/01",12.31506849,"F","",0,0,1
