subnum, condition, task, order, trial,interference,date,max,exponent,threshold,correct,rt1,rt2,r,addends,sum,digits,int_score,trial_time
2,baseline,baseline,3,29,0,20130708T171657,2.37E+01,1.20E+00,14,1,3.6,4.77,30,1,30,2   4  24,-1,7.68E+00
2,baseline,baseline,3,30,0,20130708T171657,2.58E+01,1.20E+00,15,0,9.62,10.82,34,1,44,26   5  13,-1,1.40E+01
2,baseline,baseline,3,31,0,20130708T171657,2.37E+01,1.20E+00,14,1,7.03,8.14,47,1,47,21   1  25,-1,1.11E+01
2,baseline,baseline,3,32,0,20130708T171657,2.58E+01,1.20E+00,15,0,25.06,25.92,66,1,63,26  13  24,-1,2.91E+01
2,baseline,baseline,3,33,0,20130708T171657,2.37E+01,1.20E+00,14,1,17.06,17.99,42,1,42,23  18   1,-1,2.09E+01
2,baseline,baseline,3,34,0,20130708T171657,2.58E+01,1.20E+00,15,1,6.76,7.54,45,1,45,25  13   7,-1,1.06E+01
2,baseline,baseline,3,35,0,20130708T171657,2.79E+01,1.20E+00,16,1,19.44,20.65,68,1,68,12  27  29,-1,2.36E+01
2,baseline,baseline,3,36,0,20130708T171657,3.00E+01,1.20E+00,17,0,5.99,7.43,72,1,62,30  12  20,-1,1.03E+01
2,baseline,baseline,3,37,0,20130708T171657,2.79E+01,1.20E+00,16,1,13.09,14,56,1,56,5  22  29,-1,1.70E+01
2,blindfold,blindfold,4,1,0,20130708T172900,3,1.20E+00,1,1,5.03,5.79,8,1,8,3  2  3,-1,9.38E+00
2,blindfold,blindfold,4,2,0,20130708T172900,3,1.20E+00,1,1,2.31,2.87,7,1,7,3  1  3,-1,5.67E+00
2,blindfold,blindfold,4,3,0,20130708T172900,3,1.20E+00,1,1,1.59,2.28,7,1,7,3  3  1,-1,5.01E+00
2,blindfold,blindfold,4,4,0,20130708T172900,2.30E+00,1.20E+00,2,1,2.01,2.39,7,1,7,2  2  3,-1,5.01E+00
2,blindfold,blindfold,4,5,0,20130708T172900,3.74E+00,1.20E+00,3,1,3.27,4.17,11,1,11,4  4  3,-1,7.01E+00
2,blindfold,blindfold,4,6,0,20130708T172900,5.28E+00,1.20E+00,4,1,2.71,3.47,14,1,14,4  6  4,-1,6.40E+00
2,blindfold,blindfold,4,7,0,20130708T172900,6.90E+00,1.20E+00,5,1,3.84,4.66,13,1,13,5  6  2,-1,7.37E+00
2,blindfold,blindfold,4,8,0,20130708T172900,8.59E+00,1.20E+00,6,1,2.03,2.95,19,1,19,4  10   5,-1,6.04E+00
2,blindfold,blindfold,4,9,0,20130708T172900,1.03E+01,1.20E+00,7,1,3.59,4.68,20,1,20,9  6  5,-1,8.26E+00
2,blindfold,blindfold,4,10,0,20130708T172900,1.21E+01,1.20E+00,8,1,4.73,5.79,27,1,27,12   4  11,-1,9.30E+00
2,blindfold,blindfold,4,11,0,20130708T172900,1.40E+01,1.20E+00,9,1,9.12,9.9,32,1,32,9  13  10,-1,1.40E+01
2,blindfold,blindfold,4,12,0,20130708T172900,1.58E+01,1.20E+00,10,0,18.63,19.59,23,1,33,15   1  17,-1,2.35E+01
2,blindfold,blindfold,4,13,0,20130708T172900,1.40E+01,1.20E+00,9,1,12.54,13.4,29,1,29,11   3  15,-1,1.66E+01
2,blindfold,blindfold,4,14,0,20130708T172900,1.58E+01,1.20E+00,10,1,18.66,19.47,26,1,26,17   8   1,-1,2.23E+01
2,blindfold,blindfold,4,15,0,20130708T172900,1.78E+01,1.20E+00,11,1,16.13,16.79,44,1,44,17  18   9,-1,1.98E+01
2,blindfold,blindfold,4,16,0,20130708T172900,1.97E+01,1.20E+00,12,1,7.67,8.64,35,1,35,19  10   6,-1,1.15E+01
2,blindfold,blindfold,4,17,0,20130708T172900,2.17E+01,1.20E+00,13,1,2.81,3.76,41,1,41,15  21   5,-1,6.91E+00
2,blindfold,blindfold,4,18,0,20130708T172900,2.37E+01,1.20E+00,14,1,6.22,6.95,55,1,55,23  20  12,-1,9.84E+00
2,blindfold,blindfold,4,19,0,20130708T172900,2.58E+01,1.20E+00,15,1,7.55,8.75,58,1,58,25  26   7,-1,1.19E+01
2,blindfold,blindfold,4,20,0,20130708T172900,2.79E+01,1.20E+00,16,0,9.94,10.82,52,1,62,14  27  21,-1,1.40E+01
2,blindfold,blindfold,4,21,0,20130708T172900,2.58E+01,1.20E+00,15,1,3.27,3.97,48,1,48,3  25  20,-1,6.88E+00
2,blindfold,blindfold,4,22,0,20130708T172900,2.79E+01,1.20E+00,16,1,6.12,7.15,38,1,38,27   9   2,-1,9.90E+00
2,blindfold,blindfold,4,23,0,20130708T172900,3.00E+01,1.20E+00,17,0,13.27,14.11,62,1,52,30   5  17,-1,1.72E+01
2,blindfold,blindfold,4,24,0,20130708T172900,2.79E+01,1.20E+00,16,0,26.24,27.41,79,1,67,26  28  13,-1,3.05E+01
2,blindfold,blindfold,4,25,0,20130708T172900,2.58E+01,1.20E+00,15,1,14.1,15.01,73,1,73,26  24  23,-1,1.82E+01
2,blindfold,blindfold,4,26,0,20130708T172900,2.79E+01,1.20E+00,16,0,11.78,12.72,55,1,54,10  29  15,-1,1.57E+01
2,blindfold,blindfold,4,27,0,20130708T172900,2.58E+01,1.20E+00,15,0,23.12,24.24,49,1,46,13  27   6,-1,2.73E+01
2,blindfold,blindfold,4,28,0,20130708T172900,2.37E+01,1.20E+00,14,1,7.23,8.25,51,1,51,22  25   4,-1,1.13E+01
2,blindfold,blindfold,4,29,0,20130708T172900,2.58E+01,1.20E+00,15,1,12.8,13.7,43,1,43,8  25  10,-1,1.65E+01
2,blindfold,blindfold,4,30,0,20130708T172900,2.79E+01,1.20E+00,16,0,12.18,12.92,42,1,52,7  27  18,-1,1.60E+01
2,blindfold,blindfold,4,31,0,20130708T172900,2.58E+01,1.20E+00,15,1,8.71,9.73,41,1,41,10  26   5,-1,1.27E+01
2,blindfold,blindfold,4,32,0,20130708T172900,2.79E+01,1.20E+00,16,0,10.62,11.62,38,1,39,28   7   4,-1,1.45E+01
2,blindfold,blindfold,4,33,0,20130708T172900,2.58E+01,1.20E+00,15,1,5.76,6.54,40,1,40,26   5   9,-1,9.60E+00
2,blindfold,blindfold,4,34,0,20130708T172900,2.79E+01,1.20E+00,16,1,26.71,27.52,70,1,70,15  27  28,-1,3.06E+01
2,interference,interference,2,1,1,20130708T170531,3,1.20E+00,1,1,2.71,3.23,5,1,5,2  1  2,95,9.72E+00
2,interference,interference,2,2,1,20130708T170531,3,1.20E+00,1,1,1.15,2.12,7,1,7,3  2  2,96,8.61E+00
2,interference,interference,2,3,1,20130708T170531,3,1.20E+00,1,1,0.6,1.23,8,1,8,3  4  1,99,7.96E+00
2,interference,interference,2,4,1,20130708T170531,2.30E+00,1.20E+00,2,1,0.48,0.92,4,1,4,1  1  2,94,7.45E+00
2,interference,interference,2,5,1,20130708T170531,3.74E+00,1.20E+00,3,1,1.03,1.61,11,1,11,3  5  3,98,8.32E+00
2,interference,interference,2,6,1,20130708T170531,5.28E+00,1.20E+00,4,1,0.87,1.61,10,1,10,1  5  4,98,8.28E+00
2,interference,interference,2,7,1,20130708T170531,6.90E+00,1.20E+00,5,1,0.96,1.72,12,1,12,4  2  6,100,8.29E+00
2,interference,interference,2,8,1,20130708T170531,8.59E+00,1.20E+00,6,1,0.76,1.72,18,1,18,8  2  8,101,8.13E+00
2,interference,interference,2,9,1,20130708T170531,1.03E+01,1.20E+00,7,1,4.69,5.4,26,1,26,8  9  9,101,1.20E+01
2,interference,interference,2,10,1,20130708T170531,1.21E+01,1.20E+00,8,1,1.04,1.72,15,1,15,11   2   2,98,8.24E+00
2,interference,interference,2,11,1,20130708T170531,1.40E+01,1.20E+00,9,1,1.05,2.01,29,1,29,11   4  14,98,8.76E+00
2,interference,interference,2,12,1,20130708T170531,1.58E+01,1.20E+00,10,0,7.96,8.87,27,1,37,17  12   8,100,1.57E+01
2,interference,interference,2,13,1,20130708T170531,1.40E+01,1.20E+00,9,1,2,2.71,28,1,28,14   2  12,98,9.41E+00
2,interference,interference,2,14,1,20130708T170531,1.58E+01,1.20E+00,10,0,1.81,2.62,19,1,29,8  16   5,99,9.34E+00
2,interference,interference,2,15,1,20130708T170531,1.40E+01,1.20E+00,9,1,7.29,8.08,24,1,24,5   4  15,101,1.49E+01
2,interference,interference,2,16,1,20130708T170531,1.58E+01,1.20E+00,10,1,1.57,2.42,24,1,24,5   3  16,100,9.12E+00
2,interference,interference,2,17,1,20130708T170531,1.78E+01,1.20E+00,11,0,6.14,6.98,24,1,35,14   4  17,89,1.39E+01
2,interference,interference,2,18,1,20130708T170531,1.58E+01,1.20E+00,10,0,9.79,10.66,37,1,39,8  14  17,99,1.74E+01
2,interference,interference,2,19,1,20130708T170531,1.40E+01,1.20E+00,9,1,0.68,1.43,23,1,23,6   4  13,100,8.21E+00
2,interference,interference,2,20,1,20130708T170531,1.58E+01,1.20E+00,10,0,7.99,8.78,48,1,38,13  15  10,98,1.57E+01
2,interference,interference,2,21,1,20130708T170531,1.40E+01,1.20E+00,9,1,0.9,1.72,24,1,24,14   9   1,97,8.57E+00
2,interference,interference,2,22,1,20130708T170531,1.58E+01,1.20E+00,10,1,0.53,1.23,21,1,21,3  15   3,98,8.03E+00
2,interference,interference,2,23,1,20130708T170531,1.78E+01,1.20E+00,11,1,3.44,4.4,27,1,27,2   6  19,97,1.10E+01
2,interference,interference,2,24,1,20130708T170531,1.97E+01,1.20E+00,12,0,4.35,5.1,33,1,43,21  18   4,93,1.20E+01
2,interference,interference,2,25,1,20130708T170531,1.78E+01,1.20E+00,11,0,16.93,17.63,45,1,46,9  18  19,98,2.44E+01
2,interference,interference,2,26,1,20130708T170531,1.58E+01,1.20E+00,10,1,2.69,3.51,40,1,40,15  17   8,98,1.05E+01
2,interference,interference,2,27,1,20130708T170531,1.78E+01,1.20E+00,11,1,8.23,9.17,37,1,37,13   5  19,96,1.60E+01
2,interference,interference,2,28,1,20130708T170531,1.97E+01,1.20E+00,12,1,3.72,4.4,43,1,43,19  19   5,97,1.13E+01
2,interference,interference,2,29,1,20130708T170531,2.17E+01,1.20E+00,13,1,0.84,1.61,47,1,47,23  22   2,94,8.55E+00
2,interference,interference,2,30,1,20130708T170531,2.37E+01,1.20E+00,14,0,3.03,3.91,47,1,67,24  21  22,95,1.09E+01
2,interference,interference,2,31,1,20130708T170531,2.17E+01,1.20E+00,13,0,7.21,8.09,35,1,41,14   4  23,100,1.50E+01
2,interference,interference,2,32,1,20130708T170531,1.97E+01,1.20E+00,12,0,5.97,6.69,43,1,44,17  19   8,97,1.37E+01
2,interference,interference,2,33,1,20130708T170531,1.78E+01,1.20E+00,11,0,4.4,5.3,38,1,46,12  18  16,100,1.20E+01
2,interference,interference,2,34,1,20130708T170531,1.58E+01,1.20E+00,10,0,1.04,1.92,21,1,31,10  16   5,99,8.69E+00
2,interference,interference,2,35,1,20130708T170531,1.40E+01,1.20E+00,9,1,6.32,7.09,35,1,35,13  13   9,99,1.40E+01
2,interference,interference,2,36,1,20130708T170531,1.58E+01,1.20E+00,10,0,6.36,7.38,45,1,42,11  16  15,100,1.42E+01
2,interference,interference,2,37,1,20130708T170531,1.40E+01,1.20E+00,9,1,0.79,1.72,32,1,32,15   5  12,98,8.58E+00
2,interference,interference,2,38,1,20130708T170531,1.58E+01,1.20E+00,10,1,5.86,6.69,35,1,35,6  16  13,100,1.35E+01
2,interference,interference,2,39,1,20130708T170531,1.78E+01,1.20E+00,11,1,6.47,7.19,25,1,25,2  18   5,98,1.38E+01
2,stillhands,stillhands,1,1,0,20130708T165218,3,1.20E+00,1,1,3.19,3.88,7,1,7,1  4  2,-1,7.03E+00
2,stillhands,stillhands,1,2,0,20130708T165218,3,1.20E+00,1,1,2.37,2.96,6,1,6,1  3  2,-1,5.62E+00
2,stillhands,stillhands,1,3,0,20130708T165218,3,1.20E+00,1,1,1.56,2.17,9,1,9,3  3  3,-1,4.98E+00
2,stillhands,stillhands,1,4,0,20130708T165218,2.30E+00,1.20E+00,2,1,3.83,4.38,7,1,7,2  2  3,-1,7.13E+00
2,stillhands,stillhands,1,5,0,20130708T165218,3.74E+00,1.20E+00,3,1,2.13,2.79,8,1,8,4  2  2,-1,5.48E+00
2,stillhands,stillhands,1,6,0,20130708T165218,5.28E+00,1.20E+00,4,1,1.92,2.78,11,1,11,4  6  1,-1,5.68E+00
2,stillhands,stillhands,1,7,0,20130708T165218,6.90E+00,1.20E+00,5,1,4.29,5.16,16,1,16,8  2  6,-1,7.98E+00
2,stillhands,stillhands,1,8,0,20130708T165218,8.59E+00,1.20E+00,6,1,5.24,6.06,18,1,18,1  8  9,-1,8.87E+00
2,stillhands,stillhands,1,9,0,20130708T165218,1.03E+01,1.20E+00,7,1,2.78,3.57,18,1,18,10   4   4,-1,6.49E+00
2,stillhands,stillhands,1,10,0,20130708T165218,1.21E+01,1.20E+00,8,1,6.18,7.04,24,1,24,12   1  11,-1,1.00E+01
2,stillhands,stillhands,1,11,0,20130708T165218,1.40E+01,1.20E+00,9,1,7.89,8.84,30,1,30,10   6  14,-1,1.21E+01
2,stillhands,stillhands,1,12,0,20130708T165218,1.58E+01,1.20E+00,10,1,6.99,7.75,32,1,32,14   3  15,-1,1.11E+01
2,stillhands,stillhands,1,13,0,20130708T165218,1.78E+01,1.20E+00,11,1,11.07,12,40,1,40,6  18  16,-1,1.52E+01
2,stillhands,stillhands,1,14,0,20130708T165218,1.97E+01,1.20E+00,12,0,16.74,17.78,42,1,43,16   8  19,-1,2.08E+01
2,stillhands,stillhands,1,15,0,20130708T165218,1.78E+01,1.20E+00,11,0,17.09,17.99,45,1,46,18   9  19,-1,2.10E+01
2,stillhands,stillhands,1,16,0,20130708T165218,1.58E+01,1.20E+00,10,1,6.59,7.54,28,1,28,1  16  11,-1,1.04E+01
2,stillhands,stillhands,1,17,0,20130708T165218,1.78E+01,1.20E+00,11,1,16.27,17.2,45,1,45,18  16  11,-1,2.02E+01
2,stillhands,stillhands,1,18,0,20130708T165218,1.97E+01,1.20E+00,12,1,3.83,4.76,45,1,45,21  20   4,-1,7.85E+00
2,stillhands,stillhands,1,19,0,20130708T165218,2.17E+01,1.20E+00,13,1,8.32,9.23,39,1,39,6  23  10,-1,1.22E+01
2,stillhands,stillhands,1,20,0,20130708T165218,2.37E+01,1.20E+00,14,0,30,30.1,-1,1,47,16  25   6,-1,3.32E+01
2,stillhands,stillhands,1,21,0,20130708T165218,2.17E+01,1.20E+00,13,0,30,30.1,-1,1,44,13  23   8,-1,3.31E+01
2,stillhands,stillhands,1,22,0,20130708T165218,1.97E+01,1.20E+00,12,1,9.37,10.23,43,1,43,16  20   7,-1,1.33E+01
2,stillhands,stillhands,1,23,0,20130708T165218,2.17E+01,1.20E+00,13,1,18.52,19.47,42,1,42,21   6  15,-1,2.26E+01
2,stillhands,stillhands,1,24,0,20130708T165218,2.37E+01,1.20E+00,14,1,4.76,5.76,35,1,35,24   5   6,-1,8.85E+00
2,stillhands,stillhands,1,25,0,20130708T165218,2.58E+01,1.20E+00,15,0,17.3,18.27,47,1,49,6  27  16,-1,2.14E+01
2,stillhands,stillhands,1,26,0,20130708T165218,2.37E+01,1.20E+00,14,0,19.9,20.85,43,1,58,25  17  16,-1,2.41E+01
2,stillhands,stillhands,1,27,0,20130708T165218,2.17E+01,1.20E+00,13,1,18.14,18.97,51,1,51,21  10  20,-1,2.19E+01
2,stillhands,stillhands,1,28,0,20130708T165218,2.37E+01,1.20E+00,14,0,18.31,19.27,59,1,54,21   9  24,-1,2.24E+01
2,stillhands,stillhands,1,29,0,20130708T165218,2.17E+01,1.20E+00,13,0,10.8,11.91,50,1,40,23  10   7,-1,1.48E+01
2,stillhands,stillhands,1,30,0,20130708T165218,1.97E+01,1.20E+00,12,0,6.24,7.17,25,1,35,12   3  20,-1,1.00E+01
2,stillhands,stillhands,1,31,0,20130708T165218,1.78E+01,1.20E+00,11,1,6.44,7.34,30,1,30,7   5  18,-1,1.03E+01
2,stillhands,stillhands,1,32,0,20130708T165218,1.97E+01,1.20E+00,12,1,10.18,11.13,49,1,49,13  15  21,-1,1.43E+01
2,stillhands,stillhands,1,33,0,20130708T165218,2.17E+01,1.20E+00,13,1,13.47,14.21,26,1,26,3  22   1,-1,1.71E+01
3,baseline,baseline,4,1,0,20130709T103327,3,1.20E+00,1,1,8.18,8.57,9,1,9,3  4  2,-1,1.16E+01
3,baseline,baseline,4,2,0,20130709T103327,3,1.20E+00,1,1,2.08,2.57,4,1,4,2  1  1,-1,5.35E+00
3,baseline,baseline,4,3,0,20130709T103327,3,1.20E+00,1,1,4.28,4.77,7,1,7,1  2  4,-1,7.67E+00
3,baseline,baseline,4,4,0,20130709T103327,2.30E+00,1.20E+00,2,1,3.93,4.37,4,1,4,1  2  1,-1,7.14E+00
3,baseline,baseline,4,5,0,20130709T103327,3.74E+00,1.20E+00,3,0,7.62,8.65,14,1,13,4  4  5,-1,1.16E+01
3,baseline,baseline,4,6,0,20130709T103327,2.30E+00,1.20E+00,2,1,8.09,8.94,7,1,7,2  3  2,-1,1.16E+01
3,baseline,baseline,4,7,0,20130709T103327,3.74E+00,1.20E+00,3,1,6.98,7.84,12,1,12,4  3  5,-1,1.08E+01
3,baseline,baseline,4,8,0,20130709T103327,5.28E+00,1.20E+00,4,1,5.74,6.55,13,1,13,5  6  2,-1,9.66E+00
3,baseline,baseline,4,9,0,20130709T103327,6.90E+00,1.20E+00,5,1,6.86,7.75,15,1,15,4  5  6,-1,1.10E+01
3,baseline,baseline,4,10,0,20130709T103327,8.59E+00,1.20E+00,6,1,4.69,5.46,20,1,20,4  9  7,-1,8.77E+00
3,baseline,baseline,4,11,0,20130709T103327,1.03E+01,1.20E+00,7,1,3.27,4.17,18,1,18,2  10   6,-1,6.90E+00
3,baseline,baseline,4,12,0,20130709T103327,1.21E+01,1.20E+00,8,0,6,6.75,27,1,29,13   8   8,-1,9.59E+00
3,baseline,baseline,4,13,0,20130709T103327,1.03E+01,1.20E+00,7,1,9.12,10.02,22,1,22,8  5  9,-1,1.29E+01
3,baseline,baseline,4,14,0,20130709T103327,1.21E+01,1.20E+00,8,1,6.79,7.55,26,1,26,13   7   6,-1,1.05E+01
3,baseline,baseline,4,15,0,20130709T103327,1.40E+01,1.20E+00,9,0,17.99,19.16,39,1,29,8  15   6,-1,2.21E+01
3,baseline,baseline,4,16,0,20130709T103327,1.21E+01,1.20E+00,8,1,4.8,5.56,32,1,32,7  12  13,-1,8.54E+00
3,baseline,baseline,4,17,0,20130709T103327,1.40E+01,1.20E+00,9,1,11.88,12.71,25,1,25,6   4  15,-1,1.58E+01
3,baseline,baseline,4,18,0,20130709T103327,1.58E+01,1.20E+00,10,0,6.46,7.44,30,1,32,1  16  15,-1,1.05E+01
3,baseline,baseline,4,19,0,20130709T103327,1.40E+01,1.20E+00,9,1,5.89,6.56,34,1,34,13  13   8,-1,9.46E+00
3,baseline,baseline,4,20,0,20130709T103327,1.58E+01,1.20E+00,10,1,6.96,7.84,20,1,20,15   3   2,-1,1.06E+01
3,baseline,baseline,4,21,0,20130709T103327,1.78E+01,1.20E+00,11,0,17.06,18.09,54,1,53,18  18  17,-1,2.13E+01
3,baseline,baseline,4,22,0,20130709T103327,1.58E+01,1.20E+00,10,1,5.19,6.36,34,1,34,4  15  15,-1,9.53E+00
3,baseline,baseline,4,23,0,20130709T103327,1.78E+01,1.20E+00,11,1,9.73,10.71,30,1,30,4  18   8,-1,1.36E+01
3,baseline,baseline,4,24,0,20130709T103327,1.97E+01,1.20E+00,12,1,12.01,12.72,41,1,41,19  18   4,-1,1.58E+01
3,baseline,baseline,4,25,0,20130709T103327,2.17E+01,1.20E+00,13,1,14.38,15,40,1,40,8  23   9,-1,1.79E+01
3,baseline,baseline,4,26,0,20130709T103327,2.37E+01,1.20E+00,14,1,5.4,6.16,43,1,43,23   6  14,-1,9.30E+00
3,baseline,baseline,4,27,0,20130709T103327,2.58E+01,1.20E+00,15,1,11.53,12.22,61,1,61,25  12  24,-1,1.53E+01
3,baseline,baseline,4,28,0,20130709T103327,2.79E+01,1.20E+00,16,1,10.77,11.63,62,1,62,29  10  23,-1,1.46E+01
3,baseline,baseline,4,29,0,20130709T103327,3.00E+01,1.20E+00,17,1,10.08,10.83,77,1,77,30  27  20,-1,1.37E+01
3,baseline,baseline,4,30,0,20130709T103327,3.21E+01,1.20E+00,18,1,10.62,11.43,85,1,85,28  25  32,-1,1.45E+01
3,baseline,baseline,4,31,0,20130709T103327,3.42E+01,1.20E+00,19,1,10.31,11.32,82,1,82,35  15  32,-1,1.46E+01
3,baseline,baseline,4,32,0,20130709T103327,3.64E+01,1.20E+00,20,1,16.47,17.38,60,1,60,15   8  37,-1,2.05E+01
3,baseline,baseline,4,33,0,20130709T103327,3.86E+01,1.20E+00,21,1,8.03,8.82,50,1,50,38   6   6,-1,1.18E+01
3,baseline,baseline,4,34,0,20130709T103327,4.08E+01,1.20E+00,22,0,19.75,20.76,76,1,86,8  37  41,-1,2.38E+01
3,baseline,baseline,4,35,0,20130709T103327,3.86E+01,1.20E+00,21,1,12.41,13.41,77,1,77,30   8  39,-1,1.64E+01
3,blindfold,blindfold,3,1,0,20130709T102308,3,1.20E+00,1,1,1.61,2.1,8,1,8,4  1  3,-1,5.29E+00
3,blindfold,blindfold,3,2,0,20130709T102308,3,1.20E+00,1,1,2.06,2.68,6,1,6,1  4  1,-1,5.48E+00
3,blindfold,blindfold,3,3,0,20130709T102308,3,1.20E+00,1,1,7.15,7.65,7,1,7,2  3  2,-1,1.03E+01
3,blindfold,blindfold,3,4,0,20130709T102308,2.30E+00,1.20E+00,2,1,2.36,2.87,5,1,5,1  2  2,-1,5.53E+00
3,blindfold,blindfold,3,5,0,20130709T102308,3.74E+00,1.20E+00,3,1,2.19,2.59,8,1,8,3  3  2,-1,5.30E+00
3,blindfold,blindfold,3,6,0,20130709T102308,5.28E+00,1.20E+00,4,1,1.91,2.47,11,1,11,5  4  2,-1,5.28E+00
3,blindfold,blindfold,3,7,0,20130709T102308,6.90E+00,1.20E+00,5,1,4.69,5.26,10,1,10,1  3  6,-1,8.14E+00
3,blindfold,blindfold,3,8,0,20130709T102308,8.59E+00,1.20E+00,6,1,3.11,3.96,18,1,18,9  6  3,-1,6.84E+00
3,blindfold,blindfold,3,9,0,20130709T102308,1.03E+01,1.20E+00,7,1,2.15,2.97,27,1,27,10  10   7,-1,6.17E+00
3,blindfold,blindfold,3,10,0,20130709T102308,1.21E+01,1.20E+00,8,1,5.41,6.36,36,1,36,11  12  13,-1,9.53E+00
3,blindfold,blindfold,3,11,0,20130709T102308,1.40E+01,1.20E+00,9,0,5.49,6.36,45,1,35,7  14  14,-1,9.89E+00
3,blindfold,blindfold,3,12,0,20130709T102308,1.21E+01,1.20E+00,8,1,3.66,4.37,17,1,17,1   4  12,-1,7.45E+00
3,blindfold,blindfold,3,13,0,20130709T102308,1.40E+01,1.20E+00,9,1,7.37,8.04,35,1,35,11  13  11,-1,1.11E+01
3,blindfold,blindfold,3,14,0,20130709T102308,1.58E+01,1.20E+00,10,1,21.23,21.96,32,1,32,1  16  15,-1,2.50E+01
3,blindfold,blindfold,3,15,0,20130709T102308,1.78E+01,1.20E+00,11,1,4.1,4.66,30,1,30,10  19   1,-1,7.46E+00
3,blindfold,blindfold,3,16,0,20130709T102308,1.97E+01,1.20E+00,12,0,16.72,17.67,43,1,52,21  17  14,-1,2.10E+01
3,blindfold,blindfold,3,17,0,20130709T102308,1.78E+01,1.20E+00,11,1,10.05,10.53,48,1,48,17  13  18,-1,1.37E+01
3,blindfold,blindfold,3,18,0,20130709T102308,1.97E+01,1.20E+00,12,1,9.68,10.62,46,1,46,20  12  14,-1,1.36E+01
